destination_index,shortest_path_distance
4,0.0
10446,0.0010070493454179255
12446,0.0010121457489878543
13938,0.0010214504596527069
9625,0.0010224948875255625
1052,0.0010245901639344263
2768,0.001026694045174538
6473,0.001026694045174538
3863,0.0010298661174047373
10733,0.0010362694300518134
6250,0.0010395010395010396
3400,0.001040582726326743
1152,0.001040582726326743
3163,0.0010427528675703858
4766,0.0010438413361169101
15187,0.0010526315789473684
11703,0.0010582010582010583
4996,0.0010582010582010583
7025,0.0010604453870625664
7652,0.0010626992561105207
16408,0.0010638297872340426
2227,0.0010649627263045794
9964,0.0010660980810234541
16287,0.0010660980810234541
7357,0.0010660980810234541
3859,0.0010660980810234541
1703,0.0010672358591248667
16382,0.0010672358591248667
18004,0.0010706638115631692
11189,0.001072961373390558
16678,0.001072961373390558
1666,0.001072961373390558
2129,0.001075268817204301
4777,0.001081081081081081
316,0.001095290251916758
5214,0.0010964912280701754
9991,0.0010976948408342481
10026,0.0011001100110011
197,0.0011001100110011
10074,0.0011001100110011
3658,0.0011013215859030838
10040,0.0011025358324145535
12717,0.0011025358324145535
9958,0.0011025358324145535
15014,0.0011025358324145535
11509,0.0011037527593818985
3695,0.0011061946902654867
9046,0.0011061946902654867
3292,0.0011061946902654867
6974,0.0011061946902654867
7655,0.0011086474501108647
3569,0.0011086474501108647
16411,0.0011098779134295228
17385,0.0011111111111111111
16428,0.0011111111111111111
9482,0.0011862396204033216
10282,0.0012239902080783353
2729,0.0012610340479192938
10645,0.0012787723785166241
16999,0.001287001287001287
6694,0.0013550135501355014
10017,0.001364256480218281
7947,0.0015015015015015015
14522,0.0015923566878980893
10448,0.0016366612111292963
11211,0.0016778523489932886
13088,0.0017035775127768314
4100,0.0017152658662092624
10509,0.0018450184501845018
2121,0.00186219739292365
9527,0.0018832391713747645
6764,0.0019011406844106464
12963,0.0019011406844106464
11403,0.001937984496124031
12653,0.0019646365422396855
2022,0.0019801980198019802
8662,0.002008032128514056
14330,0.002012072434607646
5829,0.0020325203252032522
3321,0.0020920502092050207
2628,0.002145922746781116
2241,0.002150537634408602
14909,0.002197802197802198
1872,0.0022172949002217295
18988,0.0022222222222222222
16191,0.0022471910112359553
13896,0.0022624434389140274
1709,0.00228310502283105
11272,0.002288329519450801
9295,0.002304147465437788
18853,0.0025
9924,0.0025252525252525255
1747,0.002551020408163265
16128,0.002577319587628866
10654,0.002717391304347826
12027,0.0028169014084507044
2162,0.0029411764705882353
3530,0.002976190476190476
12019,0.0030120481927710845
16482,0.00303951367781155
16293,0.003105590062111801
4072,0.0031446540880503146
6552,0.0031645569620253164
4055,0.003215434083601286
16392,0.003215434083601286
10648,0.003215434083601286
13141,0.003236245954692557
6381,0.0033222591362126247
15556,0.0033783783783783786
15136,0.003389830508474576
2090,0.003436426116838488
4423,0.003472222222222222
15064,0.0035211267605633804
3831,0.0035971223021582736
1,0.003632101489244346
5639,0.0036496350364963502
13277,0.003663003663003663
3071,0.0036900369003690036
12565,0.0037174721189591076
11715,0.0037174721189591076
4122,0.0037313432835820895
3297,0.003787878787878788
13165,0.0038022813688212928
18318,0.0038461538461538464
9709,0.003861003861003861
4211,0.00392156862745098
12315,0.003968253968253968
5807,0.004098360655737705
10690,0.00411522633744856
3860,0.004166666666666667
278,0.004219409282700422
12504,0.00423728813559322
2837,0.00423728813559322
17328,0.00425531914893617
11818,0.00425531914893617
6,0.004257696414345264
5716,0.004347826086956522
46,0.004366812227074236
11840,0.0043859649122807015
12028,0.0043859649122807015
4375,0.0043859649122807015
6644,0.0043859649122807015
3684,0.0043859649122807015
15462,0.0043859649122807015
11914,0.0044444444444444444
13053,0.0044444444444444444
13038,0.004464285714285714
5512,0.004484304932735426
11161,0.004484304932735426
761,0.0045045045045045045
6191,0.0045045045045045045
2501,0.0045045045045045045
6674,0.0045045045045045045
17193,0.0045045045045045045
10338,0.0045045045045045045
9947,0.0045045045045045045
766,0.0045045045045045045
7366,0.004524886877828055
8903,0.004608294930875576
10,0.004629382672773134
9369,0.0046442472382322
647,0.004647329915640285
10990,0.004651162790697674
787,0.004651162790697674
13534,0.004663029324295892
14801,0.00466622765263628
19313,0.004672897196261682
3508,0.004675942825361256
9777,0.004678126593846857
2966,0.004684733068191714
5822,0.0046891839416756355
2776,0.0046903025474454045
17335,0.004692546876306912
9463,0.004694800745354867
